claim_id,event_type,event_timestamp,event_data,actor
CLM-02902,created,2022-07-01 10:00:00,,system
CLM-02902,assigned,2022-07-01 13:00:00,{'handler_id': 'HDL-018'},system
CLM-02902,note_added,2022-07-03 16:00:00,,HDL-018
CLM-02902,note_added,2022-07-06 20:00:00,,HDL-018
CLM-02902,escalated,2022-07-10 02:00:00,,HDL-018
CLM-02902,settled,2022-07-19 10:00:00,,HDL-018
CLM-02903,created,2024-03-29 14:00:00,,system
CLM-02903,assigned,2024-03-29 16:00:00,{'handler_id': 'HDL-034'},system
CLM-02903,note_added,2024-03-31 21:00:00,,HDL-034
CLM-02903,note_added,2024-04-01 22:00:00,,HDL-034
CLM-02903,doc_uploaded,2024-04-02 22:00:00,,HDL-034
CLM-02903,settled,2024-04-13 14:00:00,,HDL-034
CLM-02904,created,2021-12-09 15:00:00,,system
CLM-02904,assigned,2021-12-09 17:00:00,{'handler_id': 'HDL-026'},system
CLM-02904,settled,2021-12-16 15:00:00,,HDL-026
CLM-02905,created,2022-07-09 10:00:00,,system
CLM-02905,assigned,2022-07-09 11:00:00,{'handler_id': 'HDL-048'},system
CLM-02905,doc_uploaded,2022-07-10 18:00:00,,HDL-048
CLM-02905,contacted_customer,2022-07-11 22:00:00,,HDL-048
CLM-02905,doc_requested,2022-07-13 04:00:00,,HDL-048
CLM-02905,note_added,2022-07-17 10:00:00,,HDL-048
CLM-02906,created,2023-06-10 12:00:00,,system
CLM-02906,assigned,2023-06-10 16:00:00,{'handler_id': 'HDL-037'},system
CLM-02906,denied,2023-06-11 12:00:00,,HDL-037
CLM-02907,created,2023-07-30 12:00:00,,system
CLM-02907,assigned,2023-07-30 14:00:00,{'handler_id': 'HDL-032'},system
CLM-02907,doc_uploaded,2023-07-31 21:00:00,,HDL-032
CLM-02907,doc_requested,2023-08-02 02:00:00,,HDL-032
CLM-02907,note_added,2023-08-03 06:00:00,,HDL-032
CLM-02907,settled,2023-08-15 12:00:00,,HDL-032
CLM-02908,created,2024-04-03 10:00:00,,system
CLM-02908,assigned,2024-04-03 12:00:00,{'handler_id': 'HDL-013'},system
CLM-02908,doc_uploaded,2024-04-04 13:00:00,,HDL-013
CLM-02908,note_added,2024-04-06 16:00:00,,HDL-013
CLM-02908,doc_requested,2024-04-07 23:00:00,,HDL-013
CLM-02908,denied,2024-04-17 10:00:00,,HDL-013
CLM-02909,created,2022-09-15 09:00:00,,system
CLM-02909,assigned,2022-09-15 12:00:00,{'handler_id': 'HDL-003'},system
CLM-02909,doc_requested,2022-09-16 17:00:00,,HDL-003
CLM-02909,doc_uploaded,2022-09-18 20:00:00,,HDL-003
CLM-02909,denied,2022-09-27 09:00:00,,HDL-003
CLM-02910,created,2021-04-21 18:00:00,,system
CLM-02910,assigned,2021-04-21 19:00:00,{'handler_id': 'HDL-028'},system
CLM-02910,settled,2021-04-24 18:00:00,,HDL-028
CLM-02911,created,2021-12-10 18:00:00,,system
CLM-02911,assigned,2021-12-10 19:00:00,{'handler_id': 'HDL-050'},system
CLM-02911,settled,2021-12-21 18:00:00,,HDL-050
CLM-02912,created,2023-06-01 15:00:00,,system
CLM-02912,assigned,2023-06-01 16:00:00,{'handler_id': 'HDL-044'},system
CLM-02912,settled,2023-06-12 15:00:00,,HDL-044
CLM-02913,created,2023-10-23 11:00:00,,system
CLM-02913,assigned,2023-10-23 13:00:00,{'handler_id': 'HDL-002'},system
CLM-02913,note_added,2023-10-31 14:00:00,,HDL-002
CLM-02913,contacted_customer,2023-11-09 16:00:00,,HDL-002
CLM-02913,contacted_customer,2023-11-12 17:00:00,,HDL-002
CLM-02913,contacted_customer,2023-11-17 00:00:00,,HDL-002
CLM-02913,doc_requested,2023-11-21 00:00:00,,HDL-002
CLM-02913,doc_requested,2023-11-30 01:00:00,,HDL-002
CLM-02913,doc_requested,2023-12-09 02:00:00,,HDL-002
CLM-02913,settled,2023-12-11 11:00:00,,HDL-002
CLM-02914,created,2023-06-05 18:00:00,,system
CLM-02914,assigned,2023-06-05 19:00:00,{'handler_id': 'HDL-001'},system
CLM-02914,denied,2023-06-18 18:00:00,,HDL-001
CLM-02915,created,2022-11-20 11:00:00,,system
CLM-02915,assigned,2022-11-20 14:00:00,{'handler_id': 'HDL-025'},system
CLM-02915,note_added,2022-11-21 16:00:00,,HDL-025
CLM-02915,doc_uploaded,2022-11-22 16:00:00,,HDL-025
CLM-02915,settled,2022-11-26 11:00:00,,HDL-025
CLM-02916,created,2022-02-11 11:00:00,,system
CLM-02916,assigned,2022-02-11 13:00:00,{'handler_id': 'HDL-007'},system
CLM-02916,doc_uploaded,2022-02-15 15:00:00,,HDL-007
CLM-02916,doc_uploaded,2022-02-18 22:00:00,,HDL-007
CLM-02916,contacted_customer,2022-02-21 23:00:00,,HDL-007
CLM-02916,settled,2022-03-04 11:00:00,,HDL-007
CLM-02917,created,2022-09-28 14:00:00,,system
CLM-02917,assigned,2022-09-28 15:00:00,{'handler_id': 'HDL-031'},system
CLM-02917,doc_requested,2022-10-03 17:00:00,,HDL-031
CLM-02917,doc_uploaded,2022-10-04 18:00:00,,HDL-031
CLM-02917,escalated,2022-10-08 21:00:00,,HDL-031
CLM-02917,doc_requested,2022-10-17 01:00:00,,HDL-031
CLM-02917,note_added,2022-10-25 02:00:00,,HDL-031
CLM-02917,doc_uploaded,2022-10-30 09:00:00,,HDL-031
CLM-02917,contacted_customer,2022-11-05 10:00:00,,HDL-031
CLM-02917,settled,2022-11-07 14:00:00,,HDL-031
CLM-02918,created,2022-12-12 16:00:00,,system
CLM-02918,assigned,2022-12-12 17:00:00,{'handler_id': 'HDL-026'},system
CLM-02918,contacted_customer,2022-12-16 22:00:00,,HDL-026
CLM-02918,doc_requested,2022-12-18 22:00:00,,HDL-026
CLM-02918,settled,2023-01-03 16:00:00,,HDL-026
CLM-02919,created,2022-10-21 10:00:00,,system
CLM-02919,assigned,2022-10-21 13:00:00,{'handler_id': 'HDL-003'},system
CLM-02919,note_added,2022-10-31 16:00:00,,HDL-003
CLM-02919,doc_requested,2022-11-08 23:00:00,,HDL-003
CLM-02919,doc_uploaded,2022-11-19 23:00:00,,HDL-003
CLM-02919,contacted_customer,2022-11-22 04:00:00,,HDL-003
CLM-02919,doc_uploaded,2022-12-01 05:00:00,,HDL-003
CLM-02919,settled,2022-12-11 10:00:00,,HDL-003
CLM-02920,created,2024-05-25 16:00:00,,system
CLM-02920,assigned,2024-05-25 17:00:00,{'handler_id': 'HDL-004'},system
CLM-02920,settled,2024-05-27 16:00:00,,HDL-004
CLM-02921,created,2022-07-05 13:00:00,,system
CLM-02921,assigned,2022-07-05 16:00:00,{'handler_id': 'HDL-002'},system
CLM-02921,note_added,2022-07-10 13:00:00,,HDL-002
CLM-02922,created,2022-04-03 14:00:00,,system
CLM-02922,assigned,2022-04-03 18:00:00,{'handler_id': 'HDL-040'},system
CLM-02922,escalated,2022-04-04 22:00:00,,HDL-040
CLM-02922,settled,2022-04-08 14:00:00,,HDL-040
CLM-02923,created,2022-05-10 13:00:00,,system
CLM-02923,assigned,2022-05-10 17:00:00,{'handler_id': 'HDL-038'},system
CLM-02923,doc_requested,2022-05-17 21:00:00,,HDL-038
CLM-02923,note_added,2022-05-24 01:00:00,,HDL-038
CLM-02923,contacted_customer,2022-05-26 03:00:00,,HDL-038
CLM-02923,note_added,2022-06-01 08:00:00,,HDL-038
CLM-02923,note_added,2022-06-08 13:00:00,,HDL-038
CLM-02923,doc_uploaded,2022-06-10 15:00:00,,HDL-038
CLM-02923,note_added,2022-06-11 17:00:00,,HDL-038
CLM-02923,note_added,2022-06-17 13:00:00,,HDL-038
CLM-02924,created,2022-08-17 18:00:00,,system
CLM-02924,assigned,2022-08-17 22:00:00,{'handler_id': 'HDL-001'},system
CLM-02924,note_added,2022-08-21 18:00:00,,HDL-001
CLM-02925,created,2021-03-23 09:00:00,,system
CLM-02925,assigned,2021-03-23 10:00:00,{'handler_id': 'HDL-022'},system
CLM-02925,doc_requested,2021-03-31 13:00:00,,HDL-022
CLM-02925,note_added,2021-04-06 15:00:00,,HDL-022
CLM-02925,note_added,2021-04-09 20:00:00,,HDL-022
CLM-02925,doc_uploaded,2021-04-11 02:00:00,,HDL-022
CLM-02925,doc_uploaded,2021-04-12 03:00:00,,HDL-022
CLM-02925,escalated,2021-04-20 03:00:00,,HDL-022
CLM-02925,contacted_customer,2021-04-21 07:00:00,,HDL-022
CLM-02925,settled,2021-05-01 09:00:00,,HDL-022
CLM-02926,created,2022-11-02 16:00:00,,system
CLM-02926,assigned,2022-11-02 18:00:00,{'handler_id': 'HDL-040'},system
CLM-02926,doc_requested,2022-11-12 18:00:00,,HDL-040
CLM-02926,escalated,2022-11-17 18:00:00,,HDL-040
CLM-02926,doc_uploaded,2022-11-20 23:00:00,,HDL-040
CLM-02926,doc_requested,2022-12-03 03:00:00,,HDL-040
CLM-02926,doc_uploaded,2022-12-15 07:00:00,,HDL-040
CLM-02926,doc_requested,2022-12-17 12:00:00,,HDL-040
CLM-02926,denied,2022-12-24 16:00:00,,HDL-040
CLM-02927,created,2024-01-19 16:00:00,,system
CLM-02927,assigned,2024-01-19 19:00:00,{'handler_id': 'HDL-023'},system
CLM-02927,doc_requested,2024-01-22 00:00:00,,HDL-023
CLM-02927,note_added,2024-01-26 00:00:00,,HDL-023
CLM-02927,doc_uploaded,2024-01-27 01:00:00,,HDL-023
CLM-02927,contacted_customer,2024-01-30 04:00:00,,HDL-023
CLM-02927,settled,2024-02-10 16:00:00,,HDL-023
CLM-02928,created,2021-05-14 13:00:00,,system
CLM-02928,assigned,2021-05-14 15:00:00,{'handler_id': 'HDL-028'},system
CLM-02928,note_added,2021-05-16 22:00:00,,HDL-028
CLM-02928,contacted_customer,2021-05-17 22:00:00,,HDL-028
CLM-02928,note_added,2021-05-26 13:00:00,,HDL-028
CLM-02929,created,2022-06-30 11:00:00,,system
CLM-02929,assigned,2022-06-30 14:00:00,{'handler_id': 'HDL-031'},system
CLM-02929,doc_requested,2022-07-02 15:00:00,,HDL-031
CLM-02929,doc_uploaded,2022-07-04 16:00:00,,HDL-031
CLM-02929,note_added,2022-07-07 19:00:00,,HDL-031
CLM-02929,escalated,2022-07-08 22:00:00,,HDL-031
CLM-02929,settled,2022-07-18 11:00:00,,HDL-031
CLM-02930,created,2022-09-29 15:00:00,,system
CLM-02930,assigned,2022-09-29 19:00:00,{'handler_id': 'HDL-006'},system
CLM-02930,doc_requested,2022-10-01 01:00:00,,HDL-006
CLM-02930,note_added,2022-10-02 03:00:00,,HDL-006
CLM-02930,doc_requested,2022-10-05 03:00:00,,HDL-006
CLM-02930,settled,2022-10-17 15:00:00,,HDL-006
CLM-02931,created,2024-08-21 16:00:00,,system
CLM-02931,assigned,2024-08-21 17:00:00,{'handler_id': 'HDL-008'},system
CLM-02931,note_added,2024-08-25 16:00:00,,HDL-008
CLM-02932,created,2022-05-03 17:00:00,,system
CLM-02932,assigned,2022-05-03 21:00:00,{'handler_id': 'HDL-043'},system
CLM-02932,note_added,2022-05-08 04:00:00,,HDL-043
CLM-02932,doc_requested,2022-05-13 05:00:00,,HDL-043
CLM-02932,contacted_customer,2022-05-19 10:00:00,,HDL-043
CLM-02932,note_added,2022-06-01 17:00:00,,HDL-043
CLM-02933,created,2023-08-07 14:00:00,,system
CLM-02933,assigned,2023-08-07 16:00:00,{'handler_id': 'HDL-010'},system
CLM-02933,settled,2023-08-12 14:00:00,,HDL-010
CLM-02934,created,2023-08-18 13:00:00,,system
CLM-02934,assigned,2023-08-18 17:00:00,{'handler_id': 'HDL-045'},system
CLM-02934,contacted_customer,2023-08-20 21:00:00,,HDL-045
CLM-02934,note_added,2023-08-21 21:00:00,,HDL-045
CLM-02934,doc_uploaded,2023-08-23 23:00:00,,HDL-045
CLM-02934,denied,2023-09-06 13:00:00,,HDL-045
CLM-02935,created,2023-06-09 17:00:00,,system
CLM-02935,assigned,2023-06-09 18:00:00,{'handler_id': 'HDL-033'},system
CLM-02935,escalated,2023-06-13 01:00:00,,HDL-033
CLM-02935,doc_uploaded,2023-06-14 06:00:00,,HDL-033
CLM-02935,doc_uploaded,2023-06-16 07:00:00,,HDL-033
CLM-02935,escalated,2023-06-17 09:00:00,,HDL-033
CLM-02935,settled,2023-06-26 17:00:00,,HDL-033
CLM-02936,created,2023-09-26 17:00:00,,system
CLM-02936,assigned,2023-09-26 18:00:00,{'handler_id': 'HDL-046'},system
CLM-02936,note_added,2023-09-28 20:00:00,,HDL-046
CLM-02936,doc_uploaded,2023-09-30 03:00:00,,HDL-046
CLM-02936,contacted_customer,2023-10-02 04:00:00,,HDL-046
CLM-02936,contacted_customer,2023-10-03 04:00:00,,HDL-046
CLM-02936,settled,2023-10-10 17:00:00,,HDL-046
CLM-02937,created,2023-05-18 16:00:00,,system
CLM-02937,assigned,2023-05-18 17:00:00,{'handler_id': 'HDL-005'},system
CLM-02937,doc_requested,2023-05-21 23:00:00,,HDL-005
CLM-02937,note_added,2023-05-25 01:00:00,,HDL-005
CLM-02937,doc_requested,2023-05-27 04:00:00,,HDL-005
CLM-02937,settled,2023-06-09 16:00:00,,HDL-005
CLM-02938,created,2022-01-31 16:00:00,,system
CLM-02938,assigned,2022-01-31 20:00:00,{'handler_id': 'HDL-001'},system
CLM-02938,note_added,2022-02-01 16:00:00,,HDL-001
CLM-02939,created,2022-03-14 18:00:00,,system
CLM-02939,assigned,2022-03-14 20:00:00,{'handler_id': 'HDL-016'},system
CLM-02939,contacted_customer,2022-03-20 02:00:00,,HDL-016
CLM-02939,doc_requested,2022-03-22 03:00:00,,HDL-016
CLM-02939,doc_requested,2022-03-23 08:00:00,,HDL-016
CLM-02939,doc_uploaded,2022-03-30 11:00:00,,HDL-016
CLM-02939,note_added,2022-04-05 13:00:00,,HDL-016
CLM-02939,doc_requested,2022-04-12 20:00:00,,HDL-016
CLM-02939,doc_uploaded,2022-04-14 23:00:00,,HDL-016
CLM-02939,note_added,2022-04-16 18:00:00,,HDL-016
CLM-02940,created,2022-02-03 12:00:00,,system
CLM-02940,assigned,2022-02-03 15:00:00,{'handler_id': 'HDL-012'},system
CLM-02940,doc_uploaded,2022-02-04 15:00:00,,HDL-012
CLM-02940,escalated,2022-02-05 15:00:00,,HDL-012
CLM-02940,settled,2022-02-20 12:00:00,,HDL-012
CLM-02941,created,2023-06-21 15:00:00,,system
CLM-02941,assigned,2023-06-21 18:00:00,{'handler_id': 'HDL-023'},system
CLM-02941,note_added,2023-06-22 15:00:00,,HDL-023
CLM-02942,created,2021-11-30 12:00:00,,system
CLM-02942,assigned,2021-11-30 13:00:00,{'handler_id': 'HDL-031'},system
CLM-02942,note_added,2021-12-01 17:00:00,,HDL-031
CLM-02942,doc_requested,2021-12-02 19:00:00,,HDL-031
CLM-02942,settled,2021-12-09 12:00:00,,HDL-031
CLM-02943,created,2022-12-21 15:00:00,,system
CLM-02943,assigned,2022-12-21 18:00:00,{'handler_id': 'HDL-044'},system
CLM-02943,contacted_customer,2022-12-24 21:00:00,,HDL-044
CLM-02943,escalated,2022-12-28 00:00:00,,HDL-044
CLM-02943,settled,2023-01-08 15:00:00,,HDL-044
CLM-02944,created,2023-06-14 13:00:00,,system
CLM-02944,assigned,2023-06-14 15:00:00,{'handler_id': 'HDL-046'},system
CLM-02944,doc_uploaded,2023-06-21 19:00:00,,HDL-046
CLM-02944,note_added,2023-06-26 19:00:00,,HDL-046
CLM-02944,doc_uploaded,2023-06-30 23:00:00,,HDL-046
CLM-02944,contacted_customer,2023-07-08 00:00:00,,HDL-046
CLM-02944,contacted_customer,2023-07-13 07:00:00,,HDL-046
CLM-02944,doc_requested,2023-07-14 08:00:00,,HDL-046
CLM-02944,note_added,2023-07-15 15:00:00,,HDL-046
CLM-02944,settled,2023-07-17 13:00:00,,HDL-046
CLM-02945,created,2023-02-01 16:00:00,,system
CLM-02945,assigned,2023-02-01 20:00:00,{'handler_id': 'HDL-024'},system
CLM-02945,doc_uploaded,2023-02-03 20:00:00,,HDL-024
CLM-02945,note_added,2023-02-05 03:00:00,,HDL-024
CLM-02945,denied,2023-02-16 16:00:00,,HDL-024
CLM-02946,created,2022-04-17 17:00:00,,system
CLM-02946,assigned,2022-04-17 18:00:00,{'handler_id': 'HDL-016'},system
CLM-02946,settled,2022-04-21 17:00:00,,HDL-016
CLM-02947,created,2022-02-22 11:00:00,,system
CLM-02947,assigned,2022-02-22 12:00:00,{'handler_id': 'HDL-043'},system
CLM-02947,note_added,2022-02-26 11:00:00,,HDL-043
CLM-02948,created,2022-12-10 15:00:00,,system
CLM-02948,assigned,2022-12-10 19:00:00,{'handler_id': 'HDL-021'},system
CLM-02948,escalated,2022-12-11 23:00:00,,HDL-021
CLM-02948,note_added,2022-12-21 15:00:00,,HDL-021
CLM-02949,created,2023-09-27 16:00:00,,system
CLM-02949,assigned,2023-09-27 18:00:00,{'handler_id': 'HDL-021'},system
CLM-02949,doc_uploaded,2023-09-28 23:00:00,,HDL-021
CLM-02949,denied,2023-10-01 16:00:00,,HDL-021
CLM-02950,created,2024-03-03 15:00:00,,system
CLM-02950,assigned,2024-03-03 18:00:00,{'handler_id': 'HDL-047'},system
CLM-02950,settled,2024-03-08 15:00:00,,HDL-047
CLM-02951,created,2024-10-07 11:00:00,,system
CLM-02951,assigned,2024-10-07 15:00:00,{'handler_id': 'HDL-023'},system
CLM-02951,settled,2024-10-12 11:00:00,,HDL-023
CLM-02952,created,2023-05-01 14:00:00,,system
CLM-02952,assigned,2023-05-01 16:00:00,{'handler_id': 'HDL-013'},system
CLM-02952,doc_uploaded,2023-05-06 21:00:00,,HDL-013
CLM-02952,contacted_customer,2023-05-09 02:00:00,,HDL-013
CLM-02952,doc_requested,2023-05-19 02:00:00,,HDL-013
CLM-02952,doc_requested,2023-05-23 04:00:00,,HDL-013
CLM-02952,note_added,2023-05-30 05:00:00,,HDL-013
CLM-02952,doc_uploaded,2023-06-06 08:00:00,,HDL-013
CLM-02952,contacted_customer,2023-06-07 10:00:00,,HDL-013
CLM-02952,settled,2023-06-14 14:00:00,,HDL-013
CLM-02953,created,2022-08-30 15:00:00,,system
CLM-02953,assigned,2022-08-30 19:00:00,{'handler_id': 'HDL-038'},system
CLM-02953,doc_requested,2022-09-02 23:00:00,,HDL-038
CLM-02953,note_added,2022-09-05 03:00:00,,HDL-038
CLM-02953,doc_uploaded,2022-09-08 06:00:00,,HDL-038
CLM-02953,contacted_customer,2022-09-12 08:00:00,,HDL-038
CLM-02953,doc_uploaded,2022-09-19 11:00:00,,HDL-038
CLM-02953,contacted_customer,2022-09-23 16:00:00,,HDL-038
CLM-02953,settled,2022-10-02 15:00:00,,HDL-038
CLM-02954,created,2024-04-06 11:00:00,,system
CLM-02954,assigned,2024-04-06 15:00:00,{'handler_id': 'HDL-016'},system
CLM-02954,doc_requested,2024-04-07 16:00:00,,HDL-016
CLM-02954,settled,2024-04-10 11:00:00,,HDL-016
CLM-02955,created,2022-11-09 14:00:00,,system
CLM-02955,assigned,2022-11-09 15:00:00,{'handler_id': 'HDL-001'},system
CLM-02955,doc_requested,2022-11-10 21:00:00,,HDL-001
CLM-02955,doc_requested,2022-11-12 00:00:00,,HDL-001
CLM-02955,note_added,2022-11-15 07:00:00,,HDL-001
CLM-02955,note_added,2022-11-26 14:00:00,,HDL-001
CLM-02956,created,2021-01-20 12:00:00,,system
CLM-02956,assigned,2021-01-20 14:00:00,{'handler_id': 'HDL-002'},system
CLM-02956,contacted_customer,2021-01-21 19:00:00,,HDL-002
CLM-02956,note_added,2021-01-24 22:00:00,,HDL-002
CLM-02956,doc_uploaded,2021-01-29 01:00:00,,HDL-002
CLM-02956,doc_uploaded,2021-02-01 07:00:00,,HDL-002
CLM-02956,contacted_customer,2021-02-04 13:00:00,,HDL-002
CLM-02956,doc_uploaded,2021-02-07 15:00:00,,HDL-002
CLM-02956,settled,2021-02-14 12:00:00,,HDL-002
CLM-02957,created,2023-12-06 10:00:00,,system
CLM-02957,assigned,2023-12-06 12:00:00,{'handler_id': 'HDL-044'},system
CLM-02957,doc_requested,2023-12-10 12:00:00,,HDL-044
CLM-02957,contacted_customer,2023-12-13 15:00:00,,HDL-044
CLM-02957,contacted_customer,2023-12-18 21:00:00,,HDL-044
CLM-02957,doc_uploaded,2023-12-21 22:00:00,,HDL-044
CLM-02957,doc_requested,2023-12-26 22:00:00,,HDL-044
CLM-02957,note_added,2024-01-02 10:00:00,,HDL-044
CLM-02958,created,2022-09-22 13:00:00,,system
CLM-02958,assigned,2022-09-22 15:00:00,{'handler_id': 'HDL-027'},system
CLM-02958,contacted_customer,2022-09-23 18:00:00,,HDL-027
CLM-02958,note_added,2022-09-24 22:00:00,,HDL-027
CLM-02958,doc_uploaded,2022-09-26 00:00:00,,HDL-027
CLM-02958,note_added,2022-10-02 13:00:00,,HDL-027
CLM-02959,created,2023-10-22 10:00:00,,system
CLM-02959,assigned,2023-10-22 12:00:00,{'handler_id': 'HDL-009'},system
CLM-02959,settled,2023-10-25 10:00:00,,HDL-009
CLM-02960,created,2022-09-06 15:00:00,,system
CLM-02960,assigned,2022-09-06 18:00:00,{'handler_id': 'HDL-020'},system
CLM-02960,contacted_customer,2022-09-15 21:00:00,,HDL-020
CLM-02960,contacted_customer,2022-09-18 03:00:00,,HDL-020
CLM-02960,note_added,2022-09-28 09:00:00,,HDL-020
CLM-02960,note_added,2022-10-09 16:00:00,,HDL-020
CLM-02960,doc_requested,2022-10-20 20:00:00,,HDL-020
CLM-02960,doc_uploaded,2022-10-21 20:00:00,,HDL-020
CLM-02960,note_added,2022-10-26 15:00:00,,HDL-020
CLM-02961,created,2021-04-23 11:00:00,,system
CLM-02961,assigned,2021-04-23 13:00:00,{'handler_id': 'HDL-007'},system
CLM-02961,doc_requested,2021-04-28 20:00:00,,HDL-007
CLM-02961,note_added,2021-05-06 03:00:00,,HDL-007
CLM-02961,contacted_customer,2021-05-09 03:00:00,,HDL-007
CLM-02961,doc_requested,2021-05-12 07:00:00,,HDL-007
CLM-02961,note_added,2021-05-17 14:00:00,,HDL-007
CLM-02961,note_added,2021-05-20 16:00:00,,HDL-007
CLM-02961,denied,2021-05-30 11:00:00,,HDL-007
CLM-02962,created,2021-09-30 09:00:00,,system
CLM-02962,assigned,2021-09-30 12:00:00,{'handler_id': 'HDL-003'},system
CLM-02962,contacted_customer,2021-10-01 13:00:00,,HDL-003
CLM-02962,note_added,2021-10-04 09:00:00,,HDL-003
CLM-02963,created,2023-08-29 16:00:00,,system
CLM-02963,assigned,2023-08-29 19:00:00,{'handler_id': 'HDL-049'},system
CLM-02963,doc_uploaded,2023-08-31 00:00:00,,HDL-049
CLM-02963,settled,2023-09-09 16:00:00,,HDL-049
CLM-02964,created,2023-10-15 15:00:00,,system
CLM-02964,assigned,2023-10-15 17:00:00,{'handler_id': 'HDL-038'},system
CLM-02964,settled,2023-10-21 15:00:00,,HDL-038
CLM-02965,created,2022-12-20 14:00:00,,system
CLM-02965,assigned,2022-12-20 18:00:00,{'handler_id': 'HDL-026'},system
CLM-02965,note_added,2022-12-24 14:00:00,,HDL-026
CLM-02966,created,2022-04-08 15:00:00,,system
CLM-02966,assigned,2022-04-08 18:00:00,{'handler_id': 'HDL-014'},system
CLM-02966,settled,2022-04-13 15:00:00,,HDL-014
CLM-02967,created,2023-06-07 18:00:00,,system
CLM-02967,assigned,2023-06-07 19:00:00,{'handler_id': 'HDL-022'},system
CLM-02967,doc_requested,2023-06-09 00:00:00,,HDL-022
CLM-02967,doc_requested,2023-06-10 07:00:00,,HDL-022
CLM-02967,note_added,2023-06-12 18:00:00,,HDL-022
CLM-02968,created,2021-03-31 15:00:00,,system
CLM-02968,assigned,2021-03-31 18:00:00,{'handler_id': 'HDL-036'},system
CLM-02968,escalated,2021-04-03 00:00:00,,HDL-036
CLM-02968,doc_requested,2021-04-04 06:00:00,,HDL-036
CLM-02968,settled,2021-04-19 15:00:00,,HDL-036
CLM-02969,created,2022-05-02 18:00:00,,system
CLM-02969,assigned,2022-05-02 20:00:00,{'handler_id': 'HDL-041'},system
CLM-02969,settled,2022-05-10 18:00:00,,HDL-041
CLM-02970,created,2022-01-13 15:00:00,,system
CLM-02970,assigned,2022-01-13 18:00:00,{'handler_id': 'HDL-026'},system
CLM-02970,doc_requested,2022-01-15 23:00:00,,HDL-026
CLM-02970,doc_requested,2022-01-18 04:00:00,,HDL-026
CLM-02970,escalated,2022-01-19 05:00:00,,HDL-026
CLM-02970,settled,2022-01-28 15:00:00,,HDL-026
CLM-02971,created,2023-05-11 17:00:00,,system
CLM-02971,assigned,2023-05-11 19:00:00,{'handler_id': 'HDL-015'},system
CLM-02971,note_added,2023-05-13 00:00:00,,HDL-015
CLM-02971,doc_uploaded,2023-05-14 02:00:00,,HDL-015
CLM-02971,note_added,2023-05-17 17:00:00,,HDL-015
CLM-02972,created,2024-10-08 16:00:00,,system
CLM-02972,assigned,2024-10-08 20:00:00,{'handler_id': 'HDL-026'},system
CLM-02972,escalated,2024-10-10 01:00:00,,HDL-026
CLM-02972,note_added,2024-10-11 07:00:00,,HDL-026
CLM-02972,contacted_customer,2024-10-12 14:00:00,,HDL-026
CLM-02972,settled,2024-10-15 16:00:00,,HDL-026
CLM-02973,created,2023-07-11 12:00:00,,system
CLM-02973,assigned,2023-07-11 15:00:00,{'handler_id': 'HDL-045'},system
CLM-02973,note_added,2023-07-12 15:00:00,,HDL-045
CLM-02973,doc_requested,2023-07-13 15:00:00,,HDL-045
CLM-02973,contacted_customer,2023-07-15 20:00:00,,HDL-045
CLM-02973,settled,2023-07-26 12:00:00,,HDL-045
CLM-02974,created,2023-12-02 11:00:00,,system
CLM-02974,assigned,2023-12-02 13:00:00,{'handler_id': 'HDL-046'},system
CLM-02974,doc_uploaded,2023-12-09 13:00:00,,HDL-046
CLM-02974,note_added,2023-12-15 13:00:00,,HDL-046
CLM-02974,doc_uploaded,2023-12-18 17:00:00,,HDL-046
CLM-02974,note_added,2023-12-25 23:00:00,,HDL-046
CLM-02974,doc_uploaded,2024-01-01 02:00:00,,HDL-046
CLM-02974,note_added,2024-01-04 11:00:00,,HDL-046
CLM-02975,created,2023-02-01 11:00:00,,system
CLM-02975,assigned,2023-02-01 12:00:00,{'handler_id': 'HDL-041'},system
CLM-02975,settled,2023-02-06 11:00:00,,HDL-041
CLM-02976,created,2021-10-30 11:00:00,,system
CLM-02976,assigned,2021-10-30 15:00:00,{'handler_id': 'HDL-002'},system
CLM-02976,contacted_customer,2021-11-02 22:00:00,,HDL-002
CLM-02976,doc_uploaded,2021-11-04 05:00:00,,HDL-002
CLM-02976,doc_uploaded,2021-11-11 06:00:00,,HDL-002
CLM-02976,doc_requested,2021-11-13 06:00:00,,HDL-002
CLM-02976,contacted_customer,2021-11-23 13:00:00,,HDL-002
CLM-02976,doc_uploaded,2021-11-29 18:00:00,,HDL-002
CLM-02976,doc_uploaded,2021-12-04 21:00:00,,HDL-002
CLM-02976,note_added,2021-12-14 00:00:00,,HDL-002
CLM-02976,doc_uploaded,2021-12-15 04:00:00,,HDL-002
CLM-02976,denied,2021-12-15 11:00:00,,HDL-002
CLM-02977,created,2023-11-18 17:00:00,,system
CLM-02977,assigned,2023-11-18 18:00:00,{'handler_id': 'HDL-001'},system
CLM-02977,doc_uploaded,2023-11-30 01:00:00,,HDL-001
CLM-02977,note_added,2023-12-09 05:00:00,,HDL-001
CLM-02977,contacted_customer,2023-12-13 11:00:00,,HDL-001
CLM-02977,note_added,2023-12-19 11:00:00,,HDL-001
CLM-02977,doc_uploaded,2023-12-24 17:00:00,,HDL-001
CLM-02977,contacted_customer,2024-01-01 23:00:00,,HDL-001
CLM-02977,contacted_customer,2024-01-04 03:00:00,,HDL-001
