policy_id,policyholder_id,vehicle_id,policy_type,inception_date,expiry_date,annual_premium,coverage_limit,deductible
POL-BEFA7210,PH-ED614DFC,VH-8D56F7E0,comprehensive,2021-10-12,2022-10-12,186.32,17986.84,750
POL-8A01048D,PH-28A58D0F,VH-83664E25,fire_theft,2023-03-07,2024-03-06,420.08,60566.81,500
POL-D6D188CF,PH-033690EF,VH-8D6AC6BA,third_party,2022-03-05,2023-03-05,145.7,26783.6,0
POL-C9CBF1DB,PH-45B16246,VH-71906D46,comprehensive,2021-05-18,2022-05-18,308.61,20670.41,500
POL-1E840BBE,PH-C5E85B4E,VH-6FEE568A,third_party,2021-02-17,2022-02-17,453.23,115233.26,750
POL-63569575,PH-F4932F20,VH-6F20BE59,fire_theft,2022-05-13,2023-05-13,500.93,84051.44,0
POL-09592C08,PH-84F29AB3,VH-4DEE4BC3,comprehensive,2021-08-21,2022-08-21,715.14,89646.25,250
POL-C9042250,PH-EDC01C0F,VH-2F05054C,third_party,2022-11-28,2023-11-28,118.76,21228.01,0
POL-4AA9CDE9,PH-BD2695A4,VH-495F2A8A,comprehensive,2021-03-16,2022-03-16,963.98,117455.29,0
POL-BB35B719,PH-CCD5719F,VH-669D3FE4,third_party,2022-12-20,2023-12-20,427.33,79855.04,500
POL-52A592BA,PH-BB81106C,VH-3E8A2B68,comprehensive,2023-10-31,2024-10-30,178.75,17099.28,0
POL-001FD231,PH-BF95D638,VH-70C078EF,third_party,2023-01-31,2024-01-31,401.22,70568.49,0
POL-51E7AC8D,PH-5315DB41,VH-C871610A,comprehensive,2021-08-01,2022-08-01,1022.59,127663.32,0
POL-E85C9C2F,PH-7C10390A,VH-0178F46B,third_party,2023-02-05,2024-02-05,71.69,8700.34,250
POL-D5D42861,PH-E113EBF9,VH-EE48B187,comprehensive,2021-05-03,2022-05-03,1138.08,170641.65,500
POL-B75E21E1,PH-4DB1B605,VH-98A07DA4,comprehensive,2022-03-22,2023-03-22,81.89,8670.84,500
POL-348FE2F1,PH-EA7E230F,VH-AD991E76,fire_theft,2022-08-29,2023-08-29,487.79,70595.86,0
POL-A43A797F,PH-8501BCE1,VH-5E8F748D,third_party,2021-09-19,2022-09-19,13.15,3741.6,1000
POL-AC8BFD6D,PH-B1E176FB,VH-0DC2C79D,third_party,2022-11-06,2023-11-06,194.63,37338.44,1000
POL-0A164E15,PH-A376A906,VH-8FE62019,fire_theft,2023-09-10,2024-09-09,219.83,35426.98,500
POL-938BC027,PH-660755CB,VH-827C32EE,third_party,2022-05-08,2023-05-08,383.36,100684.82,750
POL-42597286,PH-243AF41C,VH-00BEA6B2,fire_theft,2023-02-04,2024-02-04,252.85,29925.91,750
POL-53ABF69E,PH-563872D1,VH-7389D328,third_party,2022-03-14,2023-03-14,331.74,32071.43,1000
POL-8987304B,PH-43B1619A,VH-F3D9136B,fire_theft,2022-03-03,2023-03-03,85.31,14628.84,250
POL-AC810BE1,PH-19D2AB8E,VH-D37A8DD8,fire_theft,2023-06-13,2024-06-12,155.96,21034.01,0
POL-17D7912D,PH-DC9B4793,VH-489FB504,comprehensive,2022-07-30,2023-07-30,769.52,62242.58,250
POL-7B3653BB,PH-252CACDD,VH-E1BAC635,comprehensive,2021-07-16,2022-07-16,1252.01,118180.28,250
POL-B75D224E,PH-9C95557F,VH-E6C735CF,third_party,2023-12-04,2024-12-03,248.32,56820.4,0
POL-78486F9E,PH-BF5447B7,VH-B24F1FA0,third_party,2023-11-17,2024-11-16,453.98,66564.39,250
POL-B42729E0,PH-0F1717B1,VH-9BC3C12B,fire_theft,2021-05-31,2022-05-31,667.31,150384.98,750
POL-DDAA9400,PH-5D8779E0,VH-77DB8F11,third_party,2023-01-17,2024-01-17,121.52,18332.37,1000
POL-1A5486A2,PH-416430A6,VH-88F69DC7,comprehensive,2023-05-25,2024-05-24,1563.32,170066.75,750
POL-F7230BD9,PH-D9A74BCC,VH-9D830154,comprehensive,2022-10-11,2023-10-11,56.56,8607.05,1000
POL-BB29284B,PH-6B8021E1,VH-308E421B,third_party,2023-02-25,2024-02-25,79.84,22788.47,1000
POL-2151DE36,PH-C581DFA5,VH-41E60A02,third_party,2023-09-12,2024-09-11,57.58,12354.7,500
POL-E08FE531,PH-086DBCF7,VH-05F95657,third_party,2021-04-27,2022-04-27,232.47,41912.02,750
POL-FF4BDB16,PH-9AE69006,VH-558AA399,third_party,2023-05-18,2024-05-17,176.81,44704.76,500
POL-9FB72BAC,PH-09C94390,VH-B180AFEF,comprehensive,2021-04-11,2022-04-11,868.79,115732.22,0
POL-C6A82FB7,PH-6176CB92,VH-7E5A2D8D,third_party,2023-11-16,2024-11-15,67.98,7967.24,1000
POL-FB3E449C,PH-3709815B,VH-8633E2E6,third_party,2021-12-23,2022-12-23,398.61,69485.48,750
POL-F65546AA,PH-B2E9E19A,VH-D7EBE678,third_party,2022-01-25,2023-01-25,243.12,44890.84,500
POL-F3EB1818,PH-27D599C5,VH-DAA4E6C8,third_party,2021-09-02,2022-09-02,50.66,6987.46,0
POL-559F87ED,PH-31D4558D,VH-1FC25E99,third_party,2022-02-05,2023-02-05,97.69,24400.88,750
POL-B8768DAD,PH-535F1622,VH-B5C18C34,fire_theft,2022-09-04,2023-09-04,155.66,28035.52,250
POL-09B26D7E,PH-29682398,VH-D93DBA26,third_party,2023-12-28,2024-12-27,117.57,19868.38,0
POL-EEFF1042,PH-1354DD70,VH-5DAE3475,fire_theft,2023-03-25,2024-03-24,143.44,25351.91,250
POL-B5B7568E,PH-46137150,VH-AE050EBB,third_party,2023-04-01,2024-03-31,45.69,9007.53,500
POL-30B10007,PH-39A85859,VH-258F670A,comprehensive,2022-12-28,2023-12-28,101.69,9269.82,500
POL-CDA283BF,PH-66BC8508,VH-C0B0FB8C,comprehensive,2022-12-24,2023-12-24,382.77,44030.75,750
POL-2B181E01,PH-BE8EE495,VH-4DAE55DE,comprehensive,2023-09-09,2024-09-08,54.56,4582.61,1000
POL-C210A2E5,PH-E4DEB4BE,VH-396E3E3A,third_party,2023-10-20,2024-10-19,365.22,39810.95,500
POL-AD6B971E,PH-4504E686,VH-D1950591,third_party,2022-09-08,2023-09-08,545.74,85311.01,500
POL-A7C73531,PH-38C52B1F,VH-909739C9,fire_theft,2022-12-25,2023-12-25,187.22,29260.5,500
POL-5056E536,PH-95D8A1D4,VH-0D6E97A3,comprehensive,2023-07-01,2024-06-30,191.55,12694.93,500
POL-249FA635,PH-1DB4F359,VH-20A2531A,fire_theft,2022-11-01,2023-11-01,118.77,17158.38,750
POL-42CCFB69,PH-682CB6E2,VH-191655B5,third_party,2023-06-18,2024-06-17,220.46,41515.13,500
POL-86E93EAC,PH-5E3EDCD9,VH-360A6CF2,third_party,2022-11-02,2023-11-02,460.0,124929.53,1000
POL-089F7240,PH-1BEEF644,VH-D4101F0B,comprehensive,2022-03-06,2023-03-06,416.86,63288.09,250
POL-29152955,PH-72F8BCCC,VH-172E8939,third_party,2023-01-16,2024-01-16,95.08,11554.97,0
POL-7999E470,PH-750BFC41,VH-E63DA596,third_party,2021-01-24,2022-01-24,653.65,192549.66,500
POL-62394876,PH-E4768735,VH-F662062A,third_party,2023-06-02,2024-06-01,918.42,181189.3,0
POL-BA0F92FA,PH-63E6BA9B,VH-D2111E9D,comprehensive,2023-02-06,2024-02-06,485.22,34375.51,250
POL-78990770,PH-F43A5E32,VH-7277C10A,comprehensive,2022-07-27,2023-07-27,629.18,30846.96,250
POL-B405257A,PH-A025D3D9,VH-347B08DE,comprehensive,2021-07-03,2022-07-03,197.08,24368.25,750
POL-C74F3581,PH-C9CE600C,VH-B016E79B,third_party,2021-03-14,2022-03-14,669.86,144930.78,250
POL-0096EE86,PH-0BD89CB1,VH-DA8B9DD2,comprehensive,2022-01-02,2023-01-02,372.33,40709.65,750
POL-37A36C05,PH-55805B75,VH-BCF53D35,comprehensive,2022-11-13,2023-11-13,156.18,12211.85,0
POL-22D271E5,PH-E40383BE,VH-07080C53,comprehensive,2021-05-05,2022-05-05,802.53,85988.61,0
POL-E27405BE,PH-73F400A8,VH-9AA37B16,third_party,2022-05-06,2023-05-06,217.87,35013.7,250
POL-10478DEE,PH-8883F896,VH-CD64BAAD,fire_theft,2023-07-24,2024-07-23,107.16,9100.69,1000
POL-41F523A3,PH-A259EB3B,VH-DE6C3B58,third_party,2022-10-20,2023-10-20,174.5,31821.99,750
POL-5789A0D6,PH-7FE00F19,VH-7E2DF4CD,comprehensive,2023-11-02,2024-11-01,430.94,34527.44,500
POL-23FA486B,PH-C8840847,VH-B1F7B453,third_party,2023-07-20,2024-07-19,171.15,37115.32,0
POL-98DB32DB,PH-49DA6D51,VH-E2E80378,fire_theft,2023-06-28,2024-06-27,110.11,15597.64,750
POL-164F8D53,PH-3B7466CB,VH-864CFE20,third_party,2022-12-02,2023-12-02,346.85,31473.63,500
POL-E08DE5F1,PH-B03C90B5,VH-0D2D6D6C,fire_theft,2023-03-25,2024-03-24,255.78,43443.93,500
POL-E9E1D4D3,PH-C531406E,VH-BA6724B8,comprehensive,2022-09-22,2023-09-22,1017.86,55492.16,750
POL-AD4A17CC,PH-5C0E72D4,VH-F96C04D4,third_party,2021-12-18,2022-12-18,168.25,33300.63,750
POL-E7B733F4,PH-45A15851,VH-90D09550,comprehensive,2021-02-17,2022-02-17,721.4,36227.26,0
POL-A5F036D9,PH-04674C2F,VH-8937DDF3,comprehensive,2022-07-26,2023-07-26,306.29,35291.31,0
POL-719ED2A8,PH-346B842C,VH-52697324,comprehensive,2023-11-27,2024-11-26,241.25,13420.38,250
POL-D20986BD,PH-5FE2F11A,VH-51452EAA,comprehensive,2021-05-08,2022-05-08,364.38,42086.71,250
POL-E211A2DD,PH-AD9AC338,VH-A3A6B7B5,third_party,2022-03-05,2023-03-05,124.47,15164.2,1000
POL-C07BFC8E,PH-D5099B22,VH-A8B14AF4,comprehensive,2021-12-27,2022-12-27,206.31,22445.51,1000
POL-A6E698E8,PH-624EB306,VH-3B4CD25C,third_party,2023-02-23,2024-02-23,498.34,92946.87,750
POL-3564DEFF,PH-5FFBBC8D,VH-52A9C229,third_party,2022-09-04,2023-09-04,306.58,83525.97,750
POL-04DC08CF,PH-5C370AB9,VH-7FF9105E,fire_theft,2023-12-04,2024-12-03,322.02,58666.66,750
POL-1B59E5C2,PH-767F14C1,VH-09A270D2,fire_theft,2023-04-22,2024-04-21,395.14,43442.35,0
POL-9C0648D5,PH-02FD7EB8,VH-27101784,fire_theft,2023-07-05,2024-07-04,84.04,10170.98,0
POL-D77DC58E,PH-E110C412,VH-D546C66D,fire_theft,2022-07-07,2023-07-07,229.33,48446.13,1000
POL-837EFB26,PH-D9A6E24A,VH-50C4292A,comprehensive,2021-05-07,2022-05-07,280.85,25954.67,750
POL-CFCF8200,PH-36A368AB,VH-16B1DB90,fire_theft,2022-02-15,2023-02-15,87.31,18688.91,0
POL-956CF606,PH-83E9380E,VH-88ACCB1F,fire_theft,2023-09-02,2024-09-01,158.52,18616.09,0
POL-97BA151C,PH-96DE72A3,VH-A287BA53,fire_theft,2023-07-09,2024-07-08,616.84,112402.07,250
POL-B5111A5D,PH-37A40080,VH-5A61F350,comprehensive,2022-01-16,2023-01-16,200.05,12928.26,500
POL-C951A9A7,PH-D3A14C1E,VH-43093839,third_party,2021-02-02,2022-02-02,37.81,7906.88,1000
POL-404D410C,PH-E4809732,VH-E7D6E1E6,third_party,2022-06-04,2023-06-04,292.83,33491.02,1000
POL-4B580BD0,PH-24D46E75,VH-3C0A998F,fire_theft,2022-12-29,2023-12-29,283.42,48593.93,1000
POL-E191ED4F,PH-2EC28AF1,VH-6B32F97A,third_party,2023-06-17,2024-06-16,470.85,79952.72,1000
POL-863B1D1C,PH-BCEAE832,VH-165B2946,third_party,2021-01-31,2022-01-31,652.03,127619.74,750
POL-B51262E8,PH-B8C74CF6,VH-AFE00327,fire_theft,2023-04-07,2024-04-06,119.63,12439.41,0
POL-9CBB615F,PH-7D36BDD3,VH-44EC1772,fire_theft,2022-08-26,2023-08-26,134.62,14605.04,500
POL-5D862C27,PH-45803318,VH-E22FE824,third_party,2021-05-16,2022-05-16,558.96,135011.75,1000
POL-9DF03785,PH-E0DC03A5,VH-48AB3977,third_party,2022-04-21,2023-04-21,35.02,4411.05,250
POL-6A1E3DCE,PH-EBFCB94B,VH-09CC01BE,third_party,2022-01-04,2023-01-04,242.55,43860.05,0
POL-DCF1B431,PH-C01DE1B2,VH-5C7A3FEB,third_party,2023-05-18,2024-05-17,108.85,15544.23,500
POL-3F637DD3,PH-ECE81816,VH-4B42AEDA,fire_theft,2021-02-17,2022-02-17,484.32,72344.69,500
POL-667106C3,PH-55D094C0,VH-6A3B4720,third_party,2022-07-30,2023-07-30,240.87,27418.07,0
POL-606F9C43,PH-EA636E64,VH-D3FBF11D,third_party,2023-03-04,2024-03-03,704.17,105940.37,250
POL-F3436320,PH-C0D563F2,VH-A0371A05,fire_theft,2021-07-28,2022-07-28,128.81,9848.17,250
POL-E4E314D1,PH-5F5BE19C,VH-3F3A4D67,fire_theft,2021-04-10,2022-04-10,328.13,63788.09,250
POL-8DF7D90F,PH-892CF839,VH-E2D3D1E8,third_party,2022-03-15,2023-03-15,575.73,94729.45,500
POL-B553C710,PH-25282C0D,VH-DD9E8238,third_party,2023-06-02,2024-06-01,101.29,10249.37,0
POL-37A0F7C9,PH-C5C8996D,VH-340F48D6,comprehensive,2023-08-11,2024-08-10,516.45,52569.0,250
POL-7FE132CB,PH-D69E6570,VH-4BD6451C,comprehensive,2023-11-09,2024-11-08,510.35,77683.47,750
POL-C609A08B,PH-86EBDFBE,VH-D1C7BCC7,comprehensive,2023-10-06,2024-10-05,254.51,29546.32,1000
POL-1A5BF8B0,PH-7934E595,VH-AB963796,fire_theft,2022-05-05,2023-05-05,178.5,27753.27,0
POL-E0A68F9E,PH-1AB71943,VH-0DD3A71F,third_party,2022-12-04,2023-12-04,235.47,30394.2,250
POL-8EA951B1,PH-FEB1C3FF,VH-4B68327A,comprehensive,2023-04-20,2024-04-19,1034.81,65683.5,750
POL-D9BCBC06,PH-6FDD3D41,VH-090B26EC,third_party,2022-08-09,2023-08-09,228.95,20687.66,250
POL-F8EB0076,PH-79DDE236,VH-5FC3E155,third_party,2022-04-17,2023-04-17,405.25,67982.37,750
POL-DF173130,PH-606BF4DE,VH-2701712D,comprehensive,2021-02-06,2022-02-06,135.71,18942.3,500
POL-D05B11F9,PH-467677D7,VH-84F26FE7,third_party,2023-03-13,2024-03-12,65.91,14045.91,500
POL-C1F0BD9B,PH-D14B4973,VH-BE3862FF,third_party,2021-06-09,2022-06-09,245.24,35100.19,750
POL-DEE4AD6B,PH-A82444C5,VH-FED0F834,third_party,2022-09-06,2023-09-06,201.32,42969.1,500
POL-0E317350,PH-1727CF93,VH-2024E903,third_party,2021-08-02,2022-08-02,132.26,25572.95,1000
POL-727F53A4,PH-33EF6778,VH-99569A2C,comprehensive,2023-01-26,2024-01-26,390.08,30251.82,250
POL-266CBCF0,PH-47916148,VH-47323241,fire_theft,2022-11-30,2023-11-30,241.65,29612.22,500
POL-A738F3C3,PH-BF0D6CE5,VH-9AA53BC4,comprehensive,2022-07-27,2023-07-27,1096.94,125254.01,250
POL-57543F1F,PH-FB85B50F,VH-85D37FAB,comprehensive,2023-10-15,2024-10-14,1175.17,150090.94,500
POL-D2233AE7,PH-ABB198E0,VH-319281E8,third_party,2023-12-21,2024-12-20,251.25,63969.6,500
POL-26E2F3AB,PH-308EE752,VH-E9B1E9F0,third_party,2022-03-25,2023-03-25,599.6,153313.88,250
POL-8FE1448A,PH-FDD75BCA,VH-01CE5892,comprehensive,2022-01-09,2023-01-09,563.64,46415.54,1000
POL-76F0AB5A,PH-88BF02A7,VH-EA78B9E3,fire_theft,2021-07-23,2022-07-23,428.57,48295.23,250
POL-CDE25BF1,PH-9B7E73D7,VH-01505F79,fire_theft,2022-10-09,2023-10-09,458.06,52694.17,500
POL-F956E50A,PH-673BE1B3,VH-7BA08C15,third_party,2023-12-08,2024-12-07,414.1,78171.62,0
POL-763063A9,PH-CE97B53F,VH-FA89E4A7,third_party,2022-04-05,2023-04-05,356.12,87598.34,500
POL-14DD5C48,PH-21A4521C,VH-3E0AAA08,fire_theft,2023-12-14,2024-12-13,429.54,48270.3,750
POL-CA4EF2E3,PH-B7E67E6D,VH-D79C829B,fire_theft,2022-04-20,2023-04-20,330.81,66863.49,750
POL-3CD352CD,PH-095402D7,VH-ED360D3A,third_party,2023-03-09,2024-03-08,142.67,24978.89,500
POL-FE761E15,PH-8E74B752,VH-234FF47F,fire_theft,2022-07-09,2023-07-09,264.08,19040.03,750
POL-2443D818,PH-04629437,VH-8474AA6D,third_party,2023-03-14,2024-03-13,327.92,92656.9,250
POL-69182562,PH-D3B1F5EB,VH-1A6D9433,third_party,2023-07-20,2024-07-19,153.36,33731.86,750
POL-DA37E1E8,PH-64FB320E,VH-224D7AFD,fire_theft,2021-02-09,2022-02-09,27.61,3870.69,500
POL-6129CAE3,PH-9155F4C5,VH-C7108A67,third_party,2022-02-10,2023-02-10,64.92,12647.29,750
POL-C1E2C77A,PH-03F4E7BE,VH-D1D50BEF,third_party,2021-11-05,2022-11-05,153.96,38224.25,750
POL-E2DFE6B7,PH-D830BC46,VH-08F707E8,third_party,2023-08-23,2024-08-22,317.72,49509.76,250
POL-E953301F,PH-A4257577,VH-C6343F8A,third_party,2021-08-27,2022-08-27,124.98,30655.06,750
POL-8AB7CCD7,PH-628C9893,VH-241C1E77,third_party,2022-04-16,2023-04-16,183.48,41100.39,250
POL-F32A849B,PH-2B04AF84,VH-F57DE5BF,third_party,2021-06-12,2022-06-12,203.17,32024.76,500
POL-B9AC3D52,PH-6266C3A0,VH-88DAD8A0,comprehensive,2021-06-30,2022-06-30,595.87,65829.19,500
POL-87E8BDBA,PH-B8199C09,VH-10178330,third_party,2021-05-20,2022-05-20,115.64,13836.99,0
POL-F54575E1,PH-6618915F,VH-23231106,comprehensive,2022-11-24,2023-11-24,168.74,22108.62,1000
POL-BA64075C,PH-BD9432FD,VH-29A29285,third_party,2021-12-21,2022-12-21,194.19,46501.19,1000
POL-9508F10B,PH-26E0AC87,VH-03B6DEC5,third_party,2023-04-04,2024-04-03,97.49,14886.48,250
POL-3A9FED5F,PH-75AF6FEC,VH-7DED03C9,third_party,2022-10-01,2023-10-01,406.11,129989.39,1000
POL-3185864C,PH-5D4B3577,VH-059765FB,comprehensive,2021-06-02,2022-06-02,392.69,35244.79,0
POL-A0230735,PH-EA7761D9,VH-C97C63E1,third_party,2021-01-14,2022-01-14,378.36,51669.53,500
POL-80E544DE,PH-55C291BA,VH-032B96DF,third_party,2021-07-11,2022-07-11,831.86,161069.96,250
POL-FBAB5677,PH-79A10DE4,VH-C5B6C2E3,fire_theft,2021-07-30,2022-07-30,104.56,17732.75,250
POL-C82E5089,PH-6A498BE4,VH-1FE1F409,third_party,2023-08-14,2024-08-13,484.62,107267.22,0
POL-7359B4FD,PH-438BFEDD,VH-E597B6FA,comprehensive,2021-12-31,2022-12-31,239.46,20827.36,0
POL-D346550F,PH-3FA91CD0,VH-1B0DA7B2,comprehensive,2021-04-20,2022-04-20,606.86,87687.8,0
POL-8DE832BE,PH-31FAA2AB,VH-45A39BE9,comprehensive,2023-05-07,2024-05-06,85.26,4917.63,1000
POL-0D05C191,PH-4121CBAB,VH-23AD4278,third_party,2021-01-12,2022-01-12,169.17,38164.0,750
POL-A0F4D755,PH-FD8DAFAA,VH-ADE85CFF,third_party,2022-09-14,2023-09-14,160.13,28255.14,500
POL-46A235FE,PH-2F0F3843,VH-55753F56,fire_theft,2022-09-04,2023-09-04,264.03,22786.4,750
POL-4494E7EC,PH-3353D2DD,VH-702EF292,third_party,2022-06-23,2023-06-23,835.62,147418.52,0
POL-D9927C02,PH-D66FA1D3,VH-FA3FEEDC,third_party,2022-09-18,2023-09-18,167.9,24087.1,0
POL-FF8A6A40,PH-1B1E48AB,VH-3532DC06,comprehensive,2021-09-27,2022-09-27,1323.61,104364.88,750
POL-3E0B3037,PH-C816DF32,VH-D2D9477C,comprehensive,2021-06-14,2022-06-14,426.93,45719.13,750
POL-7F30A614,PH-6185D45C,VH-A847473A,third_party,2023-06-12,2024-06-11,129.04,17299.07,1000
POL-D2290967,PH-0E286BF6,VH-9DE21006,third_party,2021-07-03,2022-07-03,92.15,10915.34,0
POL-288ACB49,PH-92BC8CF4,VH-47FD1449,comprehensive,2022-06-09,2023-06-09,62.55,8504.7,1000
POL-6C61F6DB,PH-49A3C08B,VH-49E23DB8,comprehensive,2021-09-21,2022-09-21,1129.43,80015.03,250
POL-9FC71BB0,PH-5A029E38,VH-48E5179C,comprehensive,2022-02-02,2023-02-02,742.38,59395.53,0
POL-86B0CEBA,PH-5C4D2B09,VH-2CC6406B,comprehensive,2023-02-09,2024-02-09,371.26,27659.37,0
POL-C44772B6,PH-A761DBE3,VH-D28848BC,comprehensive,2022-06-03,2023-06-03,185.21,21244.7,750
POL-404C14AE,PH-D36C6189,VH-AF15412B,third_party,2022-08-09,2023-08-09,196.22,27447.5,0
POL-3214FA79,PH-39A7C7B6,VH-05F12C9D,fire_theft,2022-01-17,2023-01-17,652.1,94608.53,0
POL-8FE8E2F7,PH-6C8F4E50,VH-B568F157,fire_theft,2023-11-29,2024-11-28,420.93,94994.07,500
POL-02B76564,PH-642AEB42,VH-03485B08,fire_theft,2022-03-26,2023-03-26,344.71,24586.4,250
POL-7ABD8F05,PH-2A057F85,VH-79740493,comprehensive,2023-10-19,2024-10-18,60.42,3900.11,750
POL-FF4C21E1,PH-0FDB90E8,VH-8F4A9247,comprehensive,2021-07-31,2022-07-31,77.48,8021.63,1000
POL-DD138B00,PH-40355248,VH-139A4F30,comprehensive,2022-12-06,2023-12-06,637.84,41065.42,1000
POL-99E0D000,PH-FAC561C4,VH-98D5B99B,third_party,2021-07-24,2022-07-24,157.69,27435.27,500
POL-FE1C2A13,PH-82007286,VH-B66DEBC3,fire_theft,2023-11-06,2024-11-05,172.81,20033.99,500
POL-92439C69,PH-6157E144,VH-A772D052,comprehensive,2022-09-16,2023-09-16,338.45,27361.89,750
POL-57217156,PH-66B638C5,VH-C588B02D,comprehensive,2023-04-12,2024-04-11,549.44,63688.25,1000
POL-C30B5DC5,PH-F8C5FEF8,VH-D5CE6DD7,third_party,2021-07-07,2022-07-07,378.49,41403.08,1000
POL-229E7E42,PH-66169AE6,VH-92C98E99,third_party,2022-05-12,2023-05-12,189.94,45460.99,1000
POL-1195B1DB,PH-E02F4208,VH-76D9E23A,third_party,2023-10-25,2024-10-24,397.68,58273.76,750
POL-004A8109,PH-BFFC91DA,VH-50FF4147,third_party,2021-08-12,2022-08-12,399.78,94900.63,1000
POL-FA80499F,PH-6DB02F2E,VH-0C301080,third_party,2021-10-19,2022-10-19,98.36,14829.57,500
POL-5796BCA6,PH-75CD9FEC,VH-631E29AE,fire_theft,2023-05-26,2024-05-25,368.72,52143.88,500
POL-E7909265,PH-FE064B71,VH-1E9F6740,comprehensive,2023-12-13,2024-12-12,717.49,66709.7,750
POL-955FE49E,PH-5ACC050D,VH-A14D91EC,comprehensive,2021-05-03,2022-05-03,315.51,20057.92,500
POL-BEFD9409,PH-67EA179A,VH-396D9DD9,comprehensive,2021-12-09,2022-12-09,601.81,80266.11,0
POL-838BEFF8,PH-94AA9F64,VH-5E379475,fire_theft,2023-09-26,2024-09-25,19.64,4168.94,250
POL-D311A472,PH-3AD516EA,VH-563A4C8B,comprehensive,2021-10-17,2022-10-17,291.84,23301.76,0
POL-237AE3B2,PH-42C346F9,VH-929D4F0E,comprehensive,2022-07-17,2023-07-17,422.73,29905.54,0
POL-AD3B0861,PH-497E2025,VH-0F5177DF,third_party,2023-12-14,2024-12-13,620.1,78544.76,750
POL-1775A50B,PH-9CD90983,VH-75D0FE17,third_party,2022-10-17,2023-10-17,165.09,30852.0,250
POL-72890B74,PH-5F2B61C7,VH-99F4507C,fire_theft,2023-11-06,2024-11-05,423.15,54378.78,0
POL-1ACF2EF8,PH-F56F3003,VH-AA37B8F9,comprehensive,2023-01-21,2024-01-21,609.9,93015.6,1000
POL-D8D77869,PH-D5127CE1,VH-830A1CAA,fire_theft,2021-12-14,2022-12-14,88.11,8096.45,1000
POL-B00610F9,PH-7E22BCC6,VH-CC8AFB30,comprehensive,2022-04-30,2023-04-30,408.5,19073.95,0
POL-34994C69,PH-214A75B8,VH-A3CFF0C3,fire_theft,2022-06-03,2023-06-03,44.11,5244.26,500
POL-14327FEC,PH-9BDA8D9A,VH-5EE64739,third_party,2021-06-03,2022-06-03,137.37,18674.44,250
POL-6859C074,PH-CC20F263,VH-AB59C5B7,third_party,2021-11-10,2022-11-10,219.69,43477.36,0
POL-153A1D89,PH-8EBFE011,VH-1B5DF9CC,third_party,2021-10-01,2022-10-01,285.78,38304.07,750
POL-958205EB,PH-05FA7740,VH-49257E19,comprehensive,2022-08-02,2023-08-02,329.22,19303.65,750
POL-639CB338,PH-A3063621,VH-05AF1602,third_party,2022-08-18,2023-08-18,597.32,81259.2,500
POL-548DC885,PH-F1B51261,VH-C671A012,fire_theft,2021-10-17,2022-10-17,473.89,68519.23,750
POL-7B940D1D,PH-0AC37213,VH-A24EA6BC,third_party,2023-03-13,2024-03-12,42.06,8140.11,750
POL-389C5731,PH-8A583759,VH-DBD6664B,third_party,2021-10-04,2022-10-04,191.27,37176.06,0
POL-B0FFA8FA,PH-C1FF4C22,VH-82D4ABAE,comprehensive,2021-12-10,2022-12-10,125.84,19025.91,0
POL-68CC23D3,PH-1E4CA89A,VH-6ACE4E4B,third_party,2021-01-02,2022-01-02,112.07,23867.9,500
POL-8289EA24,PH-49489BEC,VH-AA075C24,fire_theft,2021-05-08,2022-05-08,597.02,95508.2,500
POL-3871A1EE,PH-BE753973,VH-CBAE93C5,third_party,2021-10-18,2022-10-18,167.82,54337.87,500
POL-B6CF10E7,PH-D557E741,VH-5E930C3B,comprehensive,2023-07-09,2024-07-08,73.25,7206.47,750
POL-AB94B870,PH-189B7F59,VH-F5B41BAA,third_party,2023-03-23,2024-03-22,567.18,119000.63,250
POL-CC4B03FB,PH-C1E20B1A,VH-CD4FA06E,third_party,2021-12-24,2022-12-24,175.23,24718.76,1000
POL-CEEDE9CD,PH-9E4FD269,VH-90461325,third_party,2023-12-31,2024-12-30,330.97,82710.27,1000
POL-61CCC519,PH-EE249BFE,VH-4BC96A05,third_party,2022-05-11,2023-05-11,94.82,24517.03,750
POL-B288664E,PH-2048F293,VH-70BCACFF,third_party,2023-11-03,2024-11-02,129.79,25911.31,0
POL-D584082A,PH-2ACFBED1,VH-649F13DB,fire_theft,2023-09-01,2024-08-31,214.57,20487.87,500
POL-8C1528DF,PH-9E96590B,VH-E4B463FD,fire_theft,2022-02-22,2023-02-22,926.15,91064.34,0
POL-11D20298,PH-D83E68B2,VH-008ED20E,comprehensive,2022-09-29,2023-09-29,270.47,22114.94,0
POL-88F84626,PH-A1112773,VH-544C9F40,third_party,2023-12-30,2024-12-29,162.08,34603.54,750
POL-D881AEBB,PH-39703AA1,VH-5D9C48A4,third_party,2023-11-17,2024-11-16,242.91,49977.88,1000
POL-96CB2AD4,PH-B65745B3,VH-B2024115,comprehensive,2022-04-26,2023-04-26,680.19,54555.93,500
POL-6BB95928,PH-ECB92562,VH-E278DB85,comprehensive,2022-12-30,2023-12-30,831.33,88486.14,500
POL-E17BFCB0,PH-E5C6B5C2,VH-5EF90775,comprehensive,2021-05-01,2022-05-01,260.98,17549.74,500
POL-CE78E73C,PH-0467301B,VH-69CF09DF,comprehensive,2023-04-04,2024-04-03,121.5,13985.51,0
POL-5D8B8C46,PH-E5F5D972,VH-FFC78CD7,comprehensive,2022-12-08,2023-12-08,415.17,38917.55,500
