vehicle_id,policyholder_id,make,model,year,fuel_type,estimated_value,plate_number
VH-CC8AFB30,PH-7E22BCC6,Jeep,Renegade,2017,electric,9404.34,BJ646IS
VH-A3CFF0C3,PH-214A75B8,Lancia,Ypsilon,2014,petrol,1467.55,EX900TH
VH-5EE64739,PH-9BDA8D9A,Audi,A3,2018,hybrid,8522.54,XL137DE
VH-AB59C5B7,PH-CC20F263,Toyota,Yaris,2021,electric,12218.08,ML963QW
VH-1B5DF9CC,PH-8EBFE011,Fiat,Tipo,2021,petrol,17167.0,SK708UV
VH-49257E19,PH-05FA7740,Fiat,Panda,2024,petrol,8159.88,ZC314ST
VH-05AF1602,PH-A3063621,Volkswagen,T-Roc,2019,hybrid,25870.52,RJ566GI
VH-C671A012,PH-F1B51261,Alfa Romeo,Stelvio,2017,diesel,22529.02,CC850HR
VH-A24EA6BC,PH-0AC37213,Lancia,Ypsilon,2017,petrol,2641.15,JF220GN
VH-DBD6664B,PH-8A583759,Hyundai,i20,2020,hybrid,9743.69,GJ246OJ
VH-82D4ABAE,PH-C1FF4C22,Fiat,Panda,2015,diesel,3856.28,UD379AJ
VH-6ACE4E4B,PH-1E4CA89A,Fiat,500,2014,diesel,5045.87,QX680WV
VH-AA075C24,PH-49489BEC,Audi,Q3,2022,petrol,30795.16,RZ294UK
VH-CBAE93C5,PH-BE753973,Opel,Corsa,2019,petrol,11006.41,YS177BE
VH-5E930C3B,PH-D557E741,Lancia,Ypsilon,2013,hybrid,1673.39,CO043IG
VH-F5B41BAA,PH-189B7F59,Mercedes-Benz,Classe A,2020,diesel,33063.51,BE502HR
VH-CD4FA06E,PH-C1E20B1A,Citroen,C3,2023,electric,10074.47,RT652IN
VH-90461325,PH-9E4FD269,Volkswagen,T-Roc,2022,petrol,17597.88,YK233XY
VH-4BC96A05,PH-EE249BFE,Dacia,Sandero,2016,petrol,5871.92,QE302TZ
VH-70BCACFF,PH-2048F293,Volkswagen,Polo,2020,diesel,6749.87,EK133MS
VH-649F13DB,PH-2ACFBED1,Fiat,500,2020,diesel,8643.28,HA467HG
VH-E4B463FD,PH-9E96590B,Audi,A3,2022,electric,31153.88,CX675WD
VH-008ED20E,PH-D83E68B2,Alfa Romeo,Giulietta,2013,hybrid,5864.33,ON799EY
VH-544C9F40,PH-A1112773,Renault,Captur,2017,petrol,7067.57,YK024HX
VH-5D9C48A4,PH-39703AA1,Lancia,Ypsilon,2023,hybrid,14535.25,GB398CF
VH-B2024115,PH-B65745B3,Audi,Q3,2018,petrol,17723.57,PF342HA
VH-E278DB85,PH-ECB92562,Toyota,Corolla,2021,electric,18112.11,ER190JO
VH-5EF90775,PH-E5C6B5C2,Hyundai,i20,2015,diesel,6738.59,OW240FF
VH-69CF09DF,PH-0467301B,Fiat,Panda,2014,petrol,3884.02,BO487XN
VH-FFC78CD7,PH-E5F5D972,Dacia,Sandero,2022,petrol,13204.29,PU754UW
VH-DEEE0D78,PH-B05A1089,Fiat,Panda,2012,electric,3766.13,DT240ZT
VH-FEF934BB,PH-313DFA82,Toyota,Corolla,2015,diesel,11508.39,LU872RH
VH-36B9E53C,PH-8D9BF329,Ford,Fiesta,2015,petrol,7901.34,UE122KQ
VH-E062B3AE,PH-04E8802C,Lancia,Ypsilon,2015,hybrid,2091.22,TB566ZS
VH-E49642D5,PH-CD37EF33,Opel,Corsa,2021,petrol,10841.69,WI237QX
VH-2C4F682E,PH-4186D718,Volkswagen,T-Roc,2019,diesel,20439.66,UG121OS
VH-E44F48F7,PH-631D56B3,Ford,Focus,2016,hybrid,9077.67,CC878BD
VH-A3E20485,PH-42164DCE,Volkswagen,Polo,2018,hybrid,12671.36,HW869LW
VH-0BAD37F1,PH-C6A9C685,Ford,Fiesta,2016,diesel,4933.33,VC740OB
VH-E378B722,PH-15E03137,Alfa Romeo,Stelvio,2019,hybrid,38344.51,TE999LD
VH-A67801EB,PH-C75FB5BF,Toyota,Yaris,2012,hybrid,6263.51,WL517FT
VH-7A409844,PH-8A1DE79D,Peugeot,208,2021,petrol,12805.2,FF643EP
VH-8C421246,PH-E6B12F04,Fiat,Panda,2024,hybrid,10610.64,RO054FF
VH-EC7CD9FC,PH-FF1180FA,Peugeot,208,2020,hybrid,9612.9,ED654MF
VH-AB98170F,PH-38B2EF9D,Volkswagen,Polo,2023,petrol,15530.68,GG083XX
VH-F3861214,PH-BCBCE341,Toyota,Corolla,2023,hybrid,22793.84,JJ048JO
VH-65E0CC8D,PH-25F7903D,Peugeot,208,2016,petrol,4929.24,QT047SK
VH-7FBD2C2A,PH-C53E6018,Lancia,Ypsilon,2019,petrol,7277.96,ZF968AL
VH-E4708622,PH-DC705F97,Peugeot,308,2021,diesel,18044.43,CT377YK
VH-F6EEB5FA,PH-B0FDB220,Fiat,500,2016,diesel,7751.95,TW632FM
VH-57D73D11,PH-F73753FE,Volkswagen,Polo,2014,electric,7482.9,NH777IF
VH-DA81943E,PH-782541AE,Fiat,500,2023,diesel,15453.86,ZF920FL
VH-8667F84B,PH-6E73A23B,Toyota,Yaris,2013,diesel,6168.54,CM129LR
VH-21A8FC96,PH-7A8D5D90,Peugeot,308,2018,diesel,14115.27,AU229LS
VH-9D4E1628,PH-F67862AC,Lancia,Ypsilon,2022,petrol,8240.43,DC630KY
VH-BB12724E,PH-43623B44,Renault,Clio,2013,petrol,2903.71,SK963KY
VH-86621A1B,PH-B88709F0,Toyota,Corolla,2015,hybrid,10247.83,HO262VX
VH-484A1968,PH-1D7F1DAE,BMW,Serie 3,2022,diesel,16294.42,VY661FB
VH-B0F28216,PH-882B9589,Jeep,Renegade,2021,hybrid,12039.48,VI085TQ
VH-9E0DD3AD,PH-C55DDE5B,Alfa Romeo,Giulietta,2013,diesel,7073.56,GG380XD
VH-D5EF72CB,PH-C7DB601C,Fiat,500,2019,petrol,13607.13,IS211RH
VH-2392C81B,PH-D487AD6D,Ford,Fiesta,2023,diesel,17131.43,ED154FZ
VH-5A289601,PH-7C774458,Hyundai,i20,2014,petrol,5164.08,WL686RE
VH-5399ACB9,PH-219ABA3C,Mercedes-Benz,GLA,2017,petrol,21086.39,MJ918AD
VH-856D5BC0,PH-8B6E1C9A,Opel,Corsa,2023,petrol,7478.34,IR644RB
VH-98C27822,PH-B188DE73,Toyota,Yaris,2019,diesel,11244.95,VA629BZ
VH-7DFC3484,PH-F0B954BF,Volkswagen,Golf,2024,hybrid,29744.85,OU358QP
VH-4B299716,PH-3E8C5DA2,Jeep,Renegade,2022,hybrid,15681.93,YX646MU
VH-5278EECC,PH-69F0AEA3,Ford,Focus,2015,hybrid,7074.7,YX623DT
VH-9F80B909,PH-428977BE,Fiat,Punto,2010,petrol,2583.92,VF262DT
VH-8B154EC1,PH-D4C44F86,Hyundai,Tucson,2021,petrol,17249.44,CG410FA
VH-51FE6788,PH-C44A775F,Opel,Corsa,2021,petrol,9463.59,FT314IR
VH-5CCC804E,PH-1DA43B19,Volkswagen,Golf,2015,petrol,10401.66,QS117YW
VH-1998AC86,PH-007C6130,Toyota,Yaris,2016,hybrid,8652.54,EY999NS
VH-66B606D2,PH-E93B35B5,Opel,Corsa,2016,diesel,7680.7,SW283QD
VH-1B0044CB,PH-B8BD5686,Volkswagen,T-Roc,2020,petrol,17566.13,XR366AB
VH-CD83A46E,PH-DBE6E093,Dacia,Duster,2018,diesel,15029.83,AX200WX
VH-2F131B5E,PH-83502799,Renault,Captur,2016,electric,11522.55,LG853XF
VH-59BF121A,PH-3C00EDF9,Dacia,Sandero,2022,petrol,12751.38,GD052AK
VH-E019F83A,PH-F547B6CD,Hyundai,Tucson,2020,petrol,15398.29,HQ058HR
VH-BBBA4061,PH-181C43B4,Citroen,C3,2019,diesel,9623.5,NZ990TF
VH-4971F555,PH-CD71E34D,Renault,Clio,2016,hybrid,6378.82,OM627RW
VH-DFAE8E6B,PH-D67826C6,Renault,Clio,2012,petrol,2573.73,HH389FR
VH-73F9BAF6,PH-82764085,Renault,Captur,2018,hybrid,16084.19,VZ761GG
VH-5B976EED,PH-3613DB38,Fiat,500,2022,petrol,8446.09,UD626UR
VH-929E7005,PH-92CBAD6F,Renault,Clio,2016,petrol,6005.27,DH410NR
VH-68EEAD6E,PH-2FD4A464,Toyota,Yaris,2018,hybrid,5886.94,GE233VQ
VH-3987D93F,PH-4162CAA5,Ford,Focus,2021,petrol,15330.16,DV352RQ
VH-127BD81C,PH-294DB4E0,Hyundai,Tucson,2022,hybrid,16688.44,XT875XC
VH-45E23558,PH-AC92540A,Fiat,Panda,2021,hybrid,10206.92,MP106PM
VH-258C8A22,PH-1A13FFF2,Fiat,Punto,2018,petrol,5387.37,SF881AU
VH-EAB14D9F,PH-B973A9FC,Jeep,Renegade,2023,diesel,15320.04,HY279CT
VH-FB879C80,PH-404E4AA4,Peugeot,308,2024,diesel,18535.52,ND159OQ
VH-8BF29C57,PH-EE194176,Lancia,Ypsilon,2014,hybrid,1402.81,SR845UH
VH-38E33EEE,PH-6A8A633B,Ford,Focus,2024,petrol,26708.23,FX266VA
VH-B42E6137,PH-89C46776,BMW,Serie 3,2022,petrol,41658.68,WM295RM
VH-3658DDC6,PH-AA348987,Alfa Romeo,Giulietta,2014,diesel,5324.06,EK498OG
VH-E9FC3D09,PH-5DF94DAE,Peugeot,308,2015,hybrid,5472.93,KK460HT
VH-8B673D19,PH-3DF15616,Alfa Romeo,Stelvio,2023,diesel,43840.17,XJ907ES
VH-F734910B,PH-1A6F4F35,Volkswagen,T-Roc,2022,hybrid,19154.9,UP966EY
VH-F5928438,PH-D895E543,Fiat,500,2022,petrol,5410.94,CY967OS
VH-855E044F,PH-A879C7AC,Renault,Captur,2016,petrol,9743.44,RA974RZ
VH-E78AA236,PH-BFE9310B,Mercedes-Benz,Classe A,2019,petrol,29553.19,IR994LV
VH-A079AB3A,PH-FC92C6FD,Fiat,Panda,2014,electric,3718.42,IC984QG
VH-F00975DB,PH-3EC397BD,Volkswagen,Polo,2012,electric,6182.85,NO785HJ
VH-BC064739,PH-862DE76F,Toyota,Yaris,2013,petrol,4395.12,MX816SR
VH-83DBBBD7,PH-59872A6B,BMW,X1,2019,petrol,14822.15,YS445RA
VH-BD62CB62,PH-560EDF35,Fiat,500,2023,hybrid,8291.98,ZT860FV
VH-750473FE,PH-E248B0DF,Renault,Captur,2019,petrol,12558.5,FD627BF
VH-5EEB5123,PH-DA3B594A,Dacia,Sandero,2017,petrol,7226.5,MM900JR
VH-E2FCFE5E,PH-8289A7DC,Alfa Romeo,Giulietta,2020,petrol,5756.83,IR813IL
VH-AD9EADB5,PH-78A53533,Volkswagen,Golf,2015,hybrid,4927.83,RR305SR
VH-A9EA72AA,PH-65D50E82,Peugeot,208,2019,diesel,15842.26,JV399RR
VH-72FE6EBA,PH-4CB9B3C4,Ford,Focus,2020,electric,12430.57,IX563DR
VH-D781D447,PH-0D81AD89,Alfa Romeo,Stelvio,2024,hybrid,45280.17,EO000ZL
VH-69833BC7,PH-12836FF7,Renault,Clio,2017,hybrid,7631.55,BV661LX
VH-4EB4943A,PH-BF8D5AE7,Ford,Focus,2019,hybrid,12285.1,UG641AL
VH-F3AB7406,PH-4DFB080C,Dacia,Sandero,2024,electric,15980.4,YS846GO
VH-84F79B33,PH-61F4C8CC,Dacia,Sandero,2019,hybrid,5258.5,SB701QY
VH-C6D298D6,PH-44C0A734,Opel,Corsa,2012,petrol,4654.24,FN001UZ
VH-4872F6FA,PH-1F52E5E0,Mercedes-Benz,GLA,2017,hybrid,16875.51,NL034WD
VH-F2896E3A,PH-43E1CB64,BMW,Serie 3,2020,hybrid,20991.87,JI906ET
VH-6E197349,PH-BD738B71,Ford,Fiesta,2017,electric,5575.41,IV865KN
VH-FBCCC784,PH-4EE6B806,Volkswagen,Golf,2020,diesel,12668.38,JB215ME
VH-B21D9A73,PH-F0E83788,Peugeot,308,2018,electric,10903.28,TT256NP
VH-39CC15A8,PH-86D5007C,Fiat,Tipo,2020,petrol,16445.7,FF053DT
VH-65F8B932,PH-49052414,Fiat,Panda,2023,electric,13524.24,UU704VJ
VH-437E8A41,PH-1FF128F6,Opel,Corsa,2020,petrol,6693.45,JP845MJ
VH-E0F743F1,PH-575E04B5,Dacia,Duster,2022,diesel,20847.51,TH521TN
VH-3E554796,PH-B7A94747,Volkswagen,T-Roc,2024,electric,28240.55,RH712KA
VH-D1733168,PH-7AE6D079,Toyota,Yaris,2016,hybrid,10696.59,KX129LG
VH-99D5F6F3,PH-88731FD6,Audi,A3,2024,diesel,39379.84,AX221HM
VH-B7515EFD,PH-BBED57E0,BMW,Serie 3,2018,hybrid,23538.4,WY277PH
VH-FF17197A,PH-A97A2E94,Fiat,500,2020,diesel,7718.2,NY839IR
VH-476F8A21,PH-54B5F0E9,Volkswagen,Golf,2019,diesel,22848.87,RK585WV
VH-148E93A0,PH-572199EA,Fiat,Punto,2013,diesel,2299.05,FS252VJ
VH-91855747,PH-DE9D2F0F,BMW,Serie 3,2015,hybrid,14805.5,DM575DQ
VH-F2568E4E,PH-175CF4EE,Toyota,Yaris,2017,hybrid,9566.67,OC080BK
VH-B2B51B4C,PH-B0E86ECF,Fiat,Panda,2014,diesel,2998.86,JT774CI
VH-9BAAF585,PH-69562EB9,Audi,Q3,2024,diesel,36494.39,PH352YL
VH-6C699A66,PH-4804593F,Renault,Clio,2014,petrol,3245.41,OQ417XX
VH-222DEB96,PH-AC901639,Opel,Corsa,2016,hybrid,7785.85,LS973JW
VH-3D075F7B,PH-B1B1DBD7,Mercedes-Benz,GLA,2023,diesel,48427.35,JT537GB
VH-48DA33F4,PH-D281ACB5,Peugeot,308,2021,diesel,10342.88,HG361DQ
VH-8B629EDB,PH-9EDCF844,Opel,Corsa,2020,petrol,12635.35,WG892HU
VH-A90D3D93,PH-6C05D90F,Peugeot,208,2018,hybrid,14071.27,BQ828PQ
VH-26D791A5,PH-C1F7CEB2,Fiat,500,2010,petrol,2166.1,LZ873FP
VH-CC5BE4C0,PH-6BAF46CE,Alfa Romeo,Giulietta,2019,diesel,4163.63,JR515NF
VH-18D86DEB,PH-A7A8D8C6,Citroen,C3,2021,electric,8166.07,DO653WJ
VH-5227EC98,PH-375AE66B,Hyundai,Tucson,2018,electric,11903.18,XH801PZ
VH-55F958CA,PH-56D5B978,Jeep,Renegade,2023,diesel,18312.48,LN344VP
VH-7D401C86,PH-F496B81F,Toyota,Corolla,2017,electric,12218.58,PC762XP
VH-CAFB7F6D,PH-808AA7F3,Opel,Corsa,2018,diesel,4155.06,SC362JH
VH-8A715348,PH-4B4DC297,Toyota,Yaris,2024,electric,19383.47,MU450ZN
VH-E7785E96,PH-868C3385,Hyundai,i20,2015,electric,4185.58,WB898DB
VH-EEA71486,PH-818923AF,Lancia,Ypsilon,2020,petrol,10781.36,PH835SA
VH-BD7E049A,PH-2E8D9535,Alfa Romeo,Giulietta,2012,hybrid,5583.42,DW968CR
VH-140B084E,PH-DDC134E6,Ford,Fiesta,2015,petrol,8015.03,JF648UJ
VH-6398587E,PH-02D71B78,Lancia,Ypsilon,2015,diesel,2458.38,TY795VT
VH-B315FF77,PH-10A95EA1,Peugeot,208,2021,hybrid,5807.55,FR759LY
VH-AD016ED2,PH-252BBCE8,Fiat,500,2011,diesel,1673.34,YQ190EQ
VH-130137E2,PH-828149AB,Toyota,Corolla,2019,petrol,9234.62,EC978OX
VH-D8B78351,PH-25B3D49C,Toyota,RAV4,2019,petrol,19516.52,EJ397QR
VH-01D1D141,PH-AC8BECCC,Fiat,Panda,2023,petrol,6688.77,OA984KY
VH-555B3A01,PH-74397541,Volkswagen,Golf,2012,hybrid,4732.83,KZ436DZ
VH-044BED17,PH-DC95CC05,Fiat,500,2012,hybrid,4930.24,YF811QM
VH-F47E41F9,PH-E4073D76,Peugeot,208,2015,electric,7242.41,XG388UA
VH-C687C2FA,PH-C227CFDA,Volkswagen,Polo,2016,diesel,7985.47,YN193RD
VH-3F784696,PH-87AB47C6,Jeep,Renegade,2016,petrol,13313.12,RC900IK
VH-A2638C79,PH-2EDC7E11,Fiat,500,2019,hybrid,10192.98,DO055OS
VH-E6745C7C,PH-FC347A94,Audi,A3,2016,hybrid,18426.57,RN335NS
VH-521345D0,PH-CFC5996F,Volkswagen,Golf,2018,petrol,9127.26,UV880KX
VH-585AA770,PH-166FF9DC,Peugeot,208,2023,diesel,24774.79,XA532YV
VH-120929A8,PH-78E897C4,Toyota,RAV4,2016,petrol,9963.14,AX193XD
VH-EC8ED9CE,PH-27585300,Volkswagen,T-Roc,2021,diesel,25955.31,AH974RE
VH-BA1B1C21,PH-A8A017ED,Citroen,C3,2014,electric,4782.37,UK360LD
VH-8B84E6D1,PH-F1556949,Toyota,RAV4,2019,diesel,16884.67,WQ181KR
VH-AAD97BB1,PH-DF5D1C94,Toyota,RAV4,2019,hybrid,21234.29,JK437BE
VH-23304431,PH-3255E437,Opel,Corsa,2019,petrol,13062.27,MC873KW
VH-BBE089AC,PH-0B81E60F,Jeep,Renegade,2017,petrol,9895.55,YM135EO
VH-8EF51FDE,PH-6AF7AB20,Toyota,Yaris,2023,electric,12562.54,SH390GL
VH-78D50B82,PH-E8E3E6D8,Fiat,500,2023,petrol,7123.62,UK615RK
VH-C6CB7F0F,PH-4D4D117F,Fiat,500,2020,hybrid,5086.32,OV566HC
VH-B3AC146D,PH-632E5086,Renault,Captur,2023,petrol,24640.71,SP551SF
VH-CD939065,PH-A897CF5C,Toyota,Corolla,2022,petrol,29667.45,MJ902HM
VH-9515EE49,PH-F3460504,Renault,Clio,2021,hybrid,15088.84,PP028FO
VH-CF150FE9,PH-FA6054A8,Fiat,Panda,2014,electric,3553.34,YU053MN
VH-DBD61CB6,PH-96C03168,Fiat,Panda,2012,hybrid,3461.87,FQ441CM
VH-8FFD4AF9,PH-D7D4620E,Volkswagen,Polo,2019,hybrid,13335.31,CB753DT
VH-8C1C19BE,PH-263F7221,Fiat,500,2014,petrol,5067.15,RU405JN
VH-B2FB6ED9,PH-9AC80A15,Fiat,500,2014,petrol,3509.01,BG802VR
VH-1D6A746D,PH-47EF87D5,Fiat,Punto,2015,diesel,3536.87,GA763IE
VH-C376CBCA,PH-216420B3,Fiat,Tipo,2024,petrol,19384.57,EQ447DI
VH-90C53CE8,PH-8BF8A628,Ford,Fiesta,2011,diesel,5089.69,QY953SH
VH-5D259658,PH-B08C03CD,Fiat,500,2019,diesel,10991.14,SN067SZ
VH-B46CA4F8,PH-1791022B,Dacia,Sandero,2017,petrol,6059.6,IW909YV
VH-B3A42E0F,PH-84B8DDCC,Volkswagen,T-Roc,2019,diesel,14478.06,FQ498RY
VH-9C1D9954,PH-1C763FA8,Volkswagen,Golf,2024,hybrid,33384.05,YI513KY
VH-E02DA46A,PH-2DB13BB2,Toyota,RAV4,2024,electric,41455.22,RX717OE
VH-4ED81C8B,PH-6F0EA58E,Toyota,Corolla,2021,petrol,15655.91,GA881UN
VH-EF6D8181,PH-E2B8539D,Fiat,500,2024,petrol,7708.2,YM034IY
VH-2650B250,PH-9F23B424,Audi,A3,2018,diesel,19434.49,SQ187YQ
VH-182408C8,PH-ACFF0434,Hyundai,i20,2024,diesel,7522.69,RP583OU
VH-2F4F333B,PH-E898E087,Peugeot,308,2022,hybrid,16546.22,GM770JY
VH-379D3499,PH-3F37BCE4,Fiat,Panda,2024,petrol,14126.74,DH909WA
VH-BA7D419D,PH-137F0875,BMW,X1,2022,hybrid,25174.55,LG602QU
VH-2C033201,PH-D531F939,Volkswagen,T-Roc,2020,hybrid,24184.53,ME204LI
VH-962941C2,PH-98069A31,Peugeot,208,2024,hybrid,11560.71,UF905HC
VH-8BD9750A,PH-BFDFE4B4,Renault,Captur,2023,petrol,20212.01,OE410AI
VH-E090E5CC,PH-E694275A,Renault,Clio,2013,diesel,2853.58,WW941PW
VH-03BCABEB,PH-31972BE7,Renault,Clio,2017,diesel,7109.73,FI381LY
VH-E01A08F2,PH-86857902,Hyundai,Tucson,2019,electric,15772.46,TP412WT
VH-AA457031,PH-56B0EAAC,Toyota,Corolla,2016,petrol,12490.89,YI098RO
VH-3A67C73D,PH-38B5EB37,Fiat,Panda,2017,diesel,5455.77,EX963MI
VH-5EB0BDF8,PH-A161AF4C,Toyota,Corolla,2017,diesel,7539.64,FL422CP
VH-B9408551,PH-076CEF11,Renault,Captur,2018,diesel,14053.41,AI326WU
VH-4426F774,PH-C7DC901D,Ford,Fiesta,2021,electric,8592.48,DR034TB
VH-1D8F83E6,PH-52FC24F0,Alfa Romeo,Stelvio,2019,diesel,19199.97,QN630DW
VH-2FBF0C9E,PH-DF5DDAC9,Fiat,Panda,2021,petrol,12257.69,AE720RM
VH-E714D309,PH-3DE413D8,Volkswagen,Polo,2020,petrol,18508.97,YB536BT
VH-322099F9,PH-E31B84CF,Fiat,500,2012,petrol,5942.09,XE536CS
VH-B6B756D8,PH-61F451DC,Lancia,Ypsilon,2012,hybrid,1446.23,AK950OP
VH-A8A3F478,PH-3EF90010,Fiat,Tipo,2016,diesel,7178.26,DP590HE
VH-1F2594B8,PH-C7ED52D0,Volkswagen,Golf,2023,diesel,8863.71,ZO713GT
VH-F50B586D,PH-A055CA54,Volkswagen,Golf,2012,electric,6345.64,UO113FF
VH-562D063E,PH-2E6F8C9F,Hyundai,i20,2017,petrol,3615.87,SB716XQ
VH-74AAA282,PH-DB3C56C4,Alfa Romeo,Stelvio,2018,hybrid,24896.34,EF454DA
VH-3E93D342,PH-3EB31F0D,Peugeot,208,2019,hybrid,11080.01,ZD928PD
VH-A102210D,PH-D7E4F737,Ford,Focus,2022,hybrid,7510.0,PA436OI
VH-42519963,PH-FD4B9D7A,Fiat,Panda,2023,petrol,13543.91,EH422YJ
VH-886A9AAE,PH-ACDEB6C3,Dacia,Duster,2017,hybrid,12156.72,EC025UM
VH-903198F9,PH-426959BA,Volkswagen,T-Roc,2022,electric,17869.64,GS120IY
VH-E9BA568E,PH-5AA2C2C9,Fiat,500,2013,diesel,2214.47,JX726OZ
VH-7EB99E36,PH-4A36F3BC,Audi,Q3,2023,diesel,44624.32,GV551FN
VH-458FD281,PH-97682DAB,Mercedes-Benz,Classe A,2016,petrol,10331.76,EP794NC
VH-38ADF9C4,PH-42DAD4F9,Toyota,Yaris,2023,diesel,14617.27,VE598IL
VH-2DB5380B,PH-F908AC28,Hyundai,Tucson,2020,petrol,14734.85,DM119BE
VH-E64ED15B,PH-09CC4463,Audi,A3,2015,hybrid,9979.18,KR268SC
VH-180FE769,PH-AB9DCC7E,Opel,Corsa,2015,petrol,1875.89,YW986JX
VH-9DD3A0CE,PH-0B22C2DF,Fiat,Panda,2018,diesel,5184.7,PR862NZ
VH-452A8580,PH-32540919,Volkswagen,Golf,2024,electric,28577.2,OM884BA
VH-6CE7A493,PH-6C4D29E1,Toyota,RAV4,2022,petrol,21329.81,OI378AQ
VH-FD1E274A,PH-A9C1F6BE,Toyota,Corolla,2018,hybrid,16062.09,SD749SB
VH-F2590FDD,PH-7225C1BE,Jeep,Renegade,2017,diesel,13524.82,CN069JB
VH-E819F9EE,PH-5DEC1C40,Ford,Focus,2012,petrol,5923.79,MT235XU
VH-D4B33C5E,PH-7ABB1A52,Hyundai,Tucson,2016,diesel,15336.0,IR647IQ
VH-957DA920,PH-3026A8CB,Fiat,500,2020,petrol,10041.71,QF986DH
VH-0FFD8212,PH-445A55B0,Audi,A3,2015,petrol,5309.39,IN021FE
VH-247E6C9F,PH-BD722A38,Dacia,Sandero,2021,diesel,7950.43,GX205XP
VH-57466C50,PH-F8F246B9,Lancia,Ypsilon,2019,hybrid,9370.13,AG000YG
VH-20F5BE06,PH-D72C6721,Fiat,Tipo,2016,diesel,9940.22,RQ467MH
VH-FD95677C,PH-FD9ECEFE,Peugeot,208,2023,petrol,7983.39,SD088TA
VH-EAAF73C9,PH-F78B59BB,Peugeot,208,2024,diesel,19926.61,DI009DM
VH-F5BCBB34,PH-CDEA4A0F,Fiat,Tipo,2020,diesel,6828.61,MS232YX
VH-7A5B281D,PH-E7EEF6D0,Mercedes-Benz,GLA,2020,hybrid,37152.54,GO897XS
VH-E6DF8808,PH-1E53F3D9,Fiat,Panda,2022,petrol,4410.25,MA548RZ
VH-9E3CCDFE,PH-4961597A,Toyota,Yaris,2018,petrol,7869.5,RN630PI
VH-349C144D,PH-027EDC6A,BMW,Serie 3,2020,petrol,20652.05,AT433SQ
VH-D4D32BB3,PH-47397BDA,Lancia,Ypsilon,2024,diesel,14747.33,DD711XH
VH-20A53920,PH-010F1555,Lancia,Ypsilon,2024,diesel,7279.41,KC854VT
VH-7490A2D9,PH-6BCA4366,Volkswagen,Polo,2018,petrol,7848.32,QE420YS
VH-11B52EB6,PH-741E4CCD,Renault,Captur,2015,hybrid,7128.0,UI015ZV
VH-749F6CAE,PH-635E39B3,Alfa Romeo,Giulietta,2012,petrol,3327.4,KY660HI
VH-DD45FF4A,PH-0B3B1471,Hyundai,i20,2020,hybrid,7944.92,KM944ST
VH-A6BE3C29,PH-86BFF706,Alfa Romeo,Stelvio,2018,diesel,21086.19,MN010OE
VH-01733D23,PH-EAADF3EA,Lancia,Ypsilon,2018,petrol,5917.26,IU281XA
VH-610FD30A,PH-F2366ED0,Opel,Corsa,2021,hybrid,18447.07,EU794HQ
VH-4DC703E0,PH-D49ED86A,Renault,Clio,2017,diesel,6934.86,EM858EB
VH-963F6328,PH-17747EBE,Fiat,Panda,2016,hybrid,2815.91,PI273WK
VH-DCAD8C3C,PH-6314E09A,Peugeot,208,2019,diesel,14158.69,UG235NJ
VH-0B8C1138,PH-CC9450D5,Ford,Focus,2021,petrol,20022.95,AA291JC
VH-C5214CBB,PH-7B71EA81,Fiat,500,2021,hybrid,12231.26,RW816KD
VH-E2C48DFF,PH-305DE386,Renault,Captur,2022,petrol,21432.05,UF559ZU
VH-C7737F46,PH-0357E66B,Volkswagen,Golf,2023,electric,14408.39,JV007MD
VH-C286B924,PH-6E1C4072,Alfa Romeo,Stelvio,2024,diesel,35205.79,HB600IN
VH-1BC24FD5,PH-9A28475B,Ford,Focus,2014,electric,9542.54,ER271HQ
VH-9C039BC9,PH-4F371071,Fiat,Tipo,2019,petrol,8271.1,CX329XF
VH-EDDECE32,PH-8D64C764,Lancia,Ypsilon,2017,hybrid,7744.22,CL048CE
VH-7B34354B,PH-A10C9848,Toyota,RAV4,2017,petrol,12834.7,AP653XN
VH-EB41D6F9,PH-6818ED9A,Ford,Fiesta,2019,petrol,8172.28,JM422XB
VH-183B2BE9,PH-515B3E71,Hyundai,i20,2023,hybrid,19938.13,NH601UJ
VH-A0AC414D,PH-17E16D1B,Toyota,RAV4,2017,diesel,11594.62,KH734AL
VH-F62396B5,PH-087B89B5,Fiat,Punto,2010,diesel,1796.64,EI861HL
VH-43A66590,PH-F5598619,Toyota,RAV4,2024,diesel,39542.24,NR512FF
VH-F0A5B761,PH-99A0D542,Lancia,Ypsilon,2022,diesel,4939.23,VF086MO
VH-09011AC7,PH-4BBFB5F6,Hyundai,i20,2019,petrol,12614.13,WZ622ML
VH-D6C7FCA4,PH-95A2FCF8,Renault,Captur,2016,petrol,10299.75,CT878ON
VH-27A45630,PH-33D88665,Toyota,Corolla,2019,petrol,11893.06,ZT712JP
VH-F6ED3114,PH-DF64422B,Peugeot,208,2016,hybrid,9584.94,UG061LA
VH-19B3A050,PH-81B5C2D0,Volkswagen,Golf,2024,petrol,35769.52,QS223PJ
VH-3675CE62,PH-6CACD6DB,Alfa Romeo,Stelvio,2021,hybrid,42650.26,IZ046GJ
VH-B8C7B429,PH-CD901FB1,Dacia,Sandero,2023,diesel,12215.36,RE156DE
VH-4EE71A78,PH-F0801951,Fiat,Panda,2015,petrol,1873.21,TX254YL
VH-7FF167F2,PH-D772A963,Toyota,Corolla,2023,petrol,22240.41,AM441VW
